srch_id,rows,visitor_location_country_id,visitor_hist_starrating,visitor_hist_adr_usd,prop_country_id,prop_id,prop_starrating,prop_brand_bool,prop_location_score1,prop_location_score2,prop_review_score,booked,prop_starrating_avg,prop_location_score1_avg,prop_location_score2_avg,prop_review_score_avg
207350,1,80,,,99,35698,4,1,5.16,0.0072,4.5,0,4,5.16,0.0072,4.5
207408,1,55,,,132,17803,4,0,0,0.35912,,0,4,0,0.35912,
207483,1,219,,,219,95269,3,1,1.61,0.6228,4.5,0,3,1.61,0.6228,4.5
207600,1,59,,,219,16859,2,1,0.69,0.0119,3.5,0,2,0.69,0.0119,3.5
207682,1,220,,,99,80047,,0,5.8,0.3864,4,0,,5.8,0.3864,4
207694,1,21,,,220,71632,4,0,4.38,0.2984,,0,4,4.38,0.2984,
207833,1,219,,,55,105260,4,0,3.95,0.0028,3.5,0,4,3.95,0.0028,3.5
207947,1,219,,,219,82790,3,1,2.48,0.0517,4.5,0,3,2.48,0.0517,4.5
208411,1,219,,,154,113366,3,0,5.58,0.1421,4.5,0,3,5.58,0.1421,4.5
209135,1,220,5,290.92,164,125412,3,0,5.08,0.2807,4,0,3,5.08,0.2807,4
209147,1,219,,,219,104493,2,1,2.83,0.005,3.5,0,2,2.83,0.005,3.5
209393,1,219,,,59,84921,3,0,2.77,0.204042857,,0,3,2.77,0.204042857,
209584,1,219,,,219,80259,3,0,2.3,0.0425,3.5,0,3,2.3,0.0425,3.5
209699,1,219,,,219,29705,,0,3.18,0.4766,4.5,0,,3.18,0.4766,4.5
210709,1,100,,,219,91330,3,1,1.79,0.0017,4,0,3,1.79,0.0017,4
211012,1,129,,,219,124566,2,0,5.23,0.1157,3,0,2,5.23,0.1157,3
211050,1,219,,,100,17253,4,1,4.5,0.3925,4,0,4,4.5,0.3925,4
211562,1,216,,,138,79579,3,1,4.39,0.1504,4,0,3,4.39,0.1504,4
211705,1,219,,,219,88616,4,1,0.69,0.0046,4,0,4,0.69,0.0046,4
211991,1,216,,,215,63019,2,0,6.16,0.1083,2,0,2,6.16,0.1083,2
212131,1,220,,,219,49555,3,1,2.08,0.051,4.5,0,3,2.08,0.051,4.5
212249,1,219,,,59,70710,3,0,4.22,0.5766,3,0,3,4.22,0.5766,3
213182,1,59,,,59,72218,5,1,1.61,0.0425,4.5,0,5,1.61,0.0425,4.5
213189,1,219,,,219,32925,2,1,2.08,0.0003,3.5,0,2,2.08,0.0003,3.5
213244,1,219,,,219,113472,2,0,1.39,0.0856,2.5,2,2,1.39,0.0856,2.5
213677,1,219,,,219,98429,4,0,2.83,0.0333,4.5,0,4,2.83,0.0333,4.5
214247,1,219,,,219,62326,4,1,3.87,0.0613,4.5,0,4,3.87,0.0613,4.5
214329,1,129,,,55,99662,2,1,3.93,0.089,3,0,2,3.93,0.089,3
214640,1,99,,,99,127204,3,0,2.2,0.0641,4,0,3,2.2,0.0641,4
215745,1,128,,,200,74461,4,1,4.48,0.1334,4.5,0,4,4.48,0.1334,4.5
215967,1,219,,,219,92278,3,1,2.3,0.0283,4.5,0,3,2.3,0.0283,4.5
216612,1,219,,,88,55302,3,0,3.14,0.0046,3.5,0,3,3.14,0.0046,3.5
217246,1,219,,,219,137997,4,1,4.09,0.3046,4,0,4,4.09,0.3046,4
217779,1,219,,,219,67793,3,0,2.94,0.0431,4.5,2,3,2.94,0.0431,4.5
218273,1,219,,,219,5029,2,1,2.56,0.0138,3.5,0,2,2.56,0.0138,3.5
219070,1,219,2.47,79.83,219,55672,2,1,0,0.0257,3.5,0,2,0,0.0257,3.5
219712,1,30,,,219,35223,4,1,4.3,0.2373,4,0,4,4.3,0.2373,4
219864,1,219,,,219,40647,2,0,1.1,0.0121,3.5,0,2,1.1,0.0121,3.5
220056,1,219,,,99,15604,3,1,2.08,0.0022,4,0,3,2.08,0.0022,4
220208,1,219,,,219,95440,3,0,5.23,0.2849,4,0,3,5.23,0.2849,4
221248,1,219,,,219,111549,2,1,0.69,0.0102,4,0,2,0.69,0.0102,4
221416,1,219,,,219,3335,4,1,3.66,0.4665,4.5,0,4,3.66,0.4665,4.5
221429,1,55,,,129,111323,4,1,4.58,0.181933333,4.5,0,4,4.58,0.181933333,4.5
221654,1,219,,,100,73145,4,1,3.95,0.0752,4,0,4,3.95,0.0752,4
222480,1,219,,,219,82845,3,1,2.94,0.0859,4,2,3,2.94,0.0859,4
222768,1,219,,,219,46274,5,1,4.08,0.1012,4.5,0,5,4.08,0.1012,4.5
223160,1,100,,,100,139974,4,0,1.1,0.0126,4.5,0,4,1.1,0.0126,4.5
223317,1,55,,,55,17257,4,0,3.4,0.0728,4,0,4,3.4,0.0728,4
223700,1,219,,,219,135437,3,1,5.15,0.0869,4.5,0,3,5.15,0.0869,4.5
223739,1,100,3,208.14,31,64897,,0,6.73,0.6408,4.5,0,,6.73,0.6408,4.5
223929,1,219,,,219,112661,3,1,1.61,0.0125,4.5,0,3,1.61,0.0125,4.5
223974,1,219,,,219,12043,4,1,2.77,0.125509244,4,0,4,2.77,0.125509244,4
224054,1,219,,,219,11235,3,1,2.08,0.0025,4,0,3,2.08,0.0025,4
224399,1,219,,,219,93981,3,0,4.32,0.45,4,0,3,4.32,0.45,4
224670,1,219,2.25,205,219,27253,,0,0,0.0019,4.5,0,,0,0.0019,4.5
225517,1,31,,,181,61594,5,1,4.42,0.0671,4,0,5,4.42,0.0671,4
226022,1,219,,,117,15269,3,1,3.53,0.038016667,,0,3,3.53,0.038016667,
226150,1,158,,,158,128008,4,1,4.01,0.0354,2,0,4,4.01,0.0354,2
226193,1,219,,,219,91381,3,1,2.08,0.14,4.5,0,3,2.08,0.14,4.5
226832,1,216,,,39,62510,4,1,4.11,0.0326,4,0,4,4.11,0.0326,4
227023,1,219,,,219,56740,4,1,1.39,0.0504,4.5,0,4,1.39,0.0504,4.5
227426,1,216,,,225,40271,4,0,4.79,0.0942,4,0,4,4.79,0.0942,4
227427,2,219,,,4,9577,5,0,3.5,0.0794,5,0,5,3.5,0.0794,5
227834,1,216,,,99,50692,4,1,2.77,0.1074,4,0,4,2.77,0.1074,4
227998,1,219,,,219,424,2,1,2.89,0.0199,4.5,0,2,2.89,0.0199,4.5
228638,1,219,,,219,64344,4,1,1.79,0.125509244,3,0,4,1.79,0.125509244,3
228768,1,55,,,55,114213,3,0,1.1,0.0006,,0,3,1.1,0.0006,
228773,1,31,,,219,28685,2,1,1.61,0.0097,3,0,2,1.61,0.0097,3
229537,1,216,,,216,30548,3,0,1.79,0.0858,,0,3,1.79,0.0858,
229598,1,219,,,219,75317,3,1,0.69,0.0322,4.5,0,3,0.69,0.0322,4.5
229747,1,219,,,100,44375,,0,1.95,0.175,4,0,,1.95,0.175,4
230791,1,219,,,219,136469,4,1,3.09,0.4756,4,0,4,3.09,0.4756,4
231055,1,219,,,219,81671,3,1,2.89,0.0562,4.5,0,3,2.89,0.0562,4.5
231208,1,100,,,219,55816,3,1,2.2,0.0216,4.5,0,3,2.2,0.0216,4.5
231431,1,219,,,219,58277,3,0,3.69,0.0627,4,0,3,3.69,0.0627,4
231765,1,100,3.42,181.86,59,32015,4,0,1.1,0.0075,4.5,0,4,1.1,0.0075,4.5
232690,1,219,,,219,20843,4,1,1.79,0.0005,4.5,0,4,1.79,0.0005,4.5
232756,1,100,,,100,88573,3,1,1.61,0.1451,4.5,0,3,1.61,0.1451,4.5
232812,1,219,,,219,74086,2,1,4.33,0.125509244,3,0,2,4.33,0.125509244,3
232905,1,31,,,219,29044,4,0,3.53,0.0027,4.5,0,4,3.53,0.0027,4.5
233118,1,219,,,219,53805,3,1,1.61,0.125509244,4,0,3,1.61,0.125509244,4
233580,1,31,,,31,46862,3,0,3.66,0.0029,5,0,3,3.66,0.0029,5
233966,1,219,,,219,68420,3,0,3.04,0.0512,3.5,0,3,3.04,0.0512,3.5
235116,1,31,,,31,138702,4,0,3.89,0.0293,4,0,4,3.89,0.0293,4
235751,1,219,,,219,44170,4,1,3.89,0.1091,4.5,0,4,3.89,0.1091,4.5
235954,1,219,,,219,67259,3,1,1.39,0.0093,4.5,0,3,1.39,0.0093,4.5
236000,1,31,,,31,89261,,0,0.69,0.18088,,0,,0.69,0.18088,
236291,1,100,,,219,54445,3,1,3.14,0.0154,4.5,0,3,3.14,0.0154,4.5
236411,1,100,,,100,124184,3,1,0.69,0.0178,4.5,0,3,0.69,0.0178,4.5
236439,1,219,,,59,58978,3,1,3.91,0.1278,4.5,0,3,3.91,0.1278,4.5
236507,1,219,,,219,113229,5,1,4.04,0.125509244,4.5,0,5,4.04,0.125509244,4.5
236833,1,219,,,219,93974,4,1,5.17,0.3128,4.5,0,4,5.17,0.3128,4.5
237329,1,55,,,55,45367,4,1,3.95,0.065954167,4.5,0,4,3.95,0.065954167,4.5
237393,1,219,4,252.43,39,113582,4,1,4.19,0.0682,4,0,4,4.19,0.0682,4
237682,1,100,3.5,137.58,100,112168,3,1,1.1,0.0131,4,0,3,1.1,0.0131,4
238031,1,220,,,55,33834,4,0,3.87,0.0479,4.5,0,4,3.87,0.0479,4.5
238138,1,219,,,219,1230,3,0,5.83,0.6808,3.5,0,3,5.83,0.6808,3.5
238417,1,219,,,219,110728,4,1,1.1,0.032,4,0,4,1.1,0.032,4
238685,1,216,,,39,69022,4,0,4.51,0.070666667,4,0,4,4.51,0.070666667,4
238774,1,219,,,219,118002,2,1,2.64,0.0308,3,0,2,2.64,0.0308,3
239114,1,129,,,215,37229,3,0,6.03,0.5964,4,0,3,6.03,0.5964,4
239420,1,219,,,219,41843,3,1,2.2,0.164,4,0,3,2.2,0.164,4
239978,1,219,,,219,127383,2,1,0.69,0.0064,4,0,2,0.69,0.0064,4
240186,1,219,,,219,127859,2,1,2.2,0.0489,2.5,0,2,2.2,0.0489,2.5
240553,1,219,,,219,11401,3,1,1.61,0.125509244,3,0,3,1.61,0.125509244,3
240629,1,103,,,103,56615,5,1,4.29,0.2162,5,0,5,4.29,0.2162,5
240909,1,219,2.65,257.13,219,93257,,1,3.09,0.1053,4.5,0,,3.09,0.1053,4.5
241063,1,219,,,219,8085,4,1,4.91,0.6724,4.5,0,4,4.91,0.6724,4.5
241420,1,219,,,219,73738,3,1,1.39,0.0883,4.5,0,3,1.39,0.0883,4.5
241436,1,39,,,157,56775,5,0,3.14,0.106,4.5,0,5,3.14,0.106,4.5
241857,1,219,,,219,135565,3,1,0.69,0.0001,3.5,0,3,0.69,0.0001,3.5
242373,1,55,,,55,19575,4,1,5.38,0.1935,4,0,4,5.38,0.1935,4
242384,1,100,,,219,66736,3,1,2.08,0.125509244,4,0,3,2.08,0.125509244,4
242531,1,219,,,219,21469,4,0,3.47,0.1683,4.5,0,4,3.47,0.1683,4.5
242909,1,219,,,100,69149,2,0,4.14,0.1333,3,0,2,4.14,0.1333,3
242964,1,59,,,59,39048,5,0,5.01,0.2843,4.5,0,5,5.01,0.2843,4.5
243448,1,219,,,219,123382,3,1,2.64,0.125509244,4,0,3,2.64,0.125509244,4
243622,1,219,,,219,120497,5,0,5.34,0.0152,4.5,0,5,5.34,0.0152,4.5
243751,1,219,,,219,75778,4,1,2.4,0.0258,4.5,0,4,2.4,0.0258,4.5
243846,1,219,,,219,12977,3,1,1.79,0.0091,4,0,3,1.79,0.0091,4
244453,1,219,,,219,33439,5,0,5.24,0.5353,4,0,5,5.24,0.5353,4
245091,1,39,,,219,30986,2,1,2.48,0.0039,3.5,0,2,2.48,0.0039,3.5
245169,1,220,,,220,127066,5,1,4.57,0.4201,4,0,5,4.57,0.4201,4
245187,1,219,,,219,81465,4,1,4.43,0.0489,4.5,0,4,4.43,0.0489,4.5
245450,1,220,,,216,86788,5,1,3.47,0.0517,5,0,5,3.47,0.0517,5
245532,1,219,,,219,29517,2,1,1.61,0.0044,4,0,2,1.61,0.0044,4
245901,1,219,,,219,38312,3,1,0.69,0.0059,4,0,3,0.69,0.0059,4
246086,1,219,,,219,97061,2,1,0.69,0.0025,3.5,0,2,0.69,0.0025,3.5
246200,1,129,,,219,61529,4,1,5.7,0.1596,4.5,0,4,5.7,0.1596,4.5
246582,1,216,,,117,10843,4,0,2.89,0.1475,4,0,4,2.89,0.1475,4
246595,1,100,,,100,50943,2,0,1.39,0.12448871,3,0,2,1.39,0.12448871,3
246921,1,219,,,219,65974,3,1,1.95,0.9029,4,0,3,1.95,0.9029,4
248027,1,100,,,219,83806,4,1,3.18,0.3483,4,0,4,3.18,0.3483,4
248040,1,92,,,15,35509,5,1,0,0.0462,4.5,0,5,0,0.0462,4.5
248141,1,55,,,73,110164,3,1,3.85,0.0375,4.5,0,3,3.85,0.0375,4.5
248173,1,219,,,219,69184,4,1,5.18,0.3126,4,0,4,5.18,0.3126,4
248418,1,219,,,219,83430,4,0,2.77,0.0362,4.5,0,4,2.77,0.0362,4.5
248493,1,100,,,219,52734,3,1,2.2,0.1147,3.5,0,3,2.2,0.1147,3.5
248775,1,219,,,219,34337,2,1,0.69,0.0181,3,0,2,0.69,0.0181,3
249911,1,219,3,126.8,219,19500,3,1,2.77,0.125509244,3,0,3,2.77,0.125509244,3
249954,1,219,,,219,139366,4,0,5.8,0.6034,4.5,0,4,5.8,0.6034,4.5
250252,1,100,,,59,45723,4,0,5,0.337,4.5,0,4,5,0.337,4.5
250640,1,219,,,219,29593,4,0,3.58,0.125509244,4,0,4,3.58,0.125509244,4
251672,1,219,3.5,271.83,219,79726,2,1,2.3,0.2733,4,2,2,2.3,0.2733,4
252330,1,103,,,103,101545,4,0,4.04,0.0516,4,0,4,4.04,0.0516,4
252333,1,13,,,215,111723,5,1,0.69,0.267015385,4.5,0,5,0.69,0.267015385,4.5
252367,1,100,,,100,7790,2,1,1.39,0.0134,4,0,2,1.39,0.0134,4
252433,1,39,,,98,554,3,0,3.87,0.1816,4,0,3,3.87,0.1816,4
252631,1,129,,,70,129979,4,0,4.98,0.1247,,0,4,4.98,0.1247,
253024,1,178,,,178,36213,5,1,0,0.0422,4.5,0,5,0,0.0422,4.5
253297,1,205,,,219,35511,2,1,1.1,0.125509244,4,0,2,1.1,0.125509244,4
253315,1,219,,,219,139557,4,1,3.04,0.2593,4.5,0,4,3.04,0.2593,4.5
253838,1,129,,,103,17447,4,0,4.23,0.2108,3.5,0,4,4.23,0.2108,3.5
254377,1,219,,,100,63519,2,0,3.18,0.0178,2.5,0,2,3.18,0.0178,2.5
254735,1,219,,,219,24519,3,1,3.53,0.0255,4,0,3,3.53,0.0255,4
254834,1,219,,,219,6439,5,1,5.78,0.1722,4.5,0,5,5.78,0.1722,4.5
254960,1,50,,,50,24450,3,0,4.82,0.0928,,0,3,4.82,0.0928,
255292,1,219,,,219,55127,5,1,5.13,0.1949,4.5,0,5,5.13,0.1949,4.5
255474,1,219,,,219,63443,3,1,3.33,0.2719,4.5,2,3,3.33,0.2719,4.5
255499,1,219,,,219,67638,4,1,2.64,0.007,5,0,4,2.64,0.007,5
255956,1,219,,,219,100029,,0,3.18,0.125509244,3,0,,3.18,0.125509244,3
256179,1,55,,,32,35086,3,1,4.53,0.4042,4,0,3,4.53,0.4042,4
256869,1,219,,,219,98457,4,0,4.79,0.3432,4.5,0,4,4.79,0.3432,4.5
257285,1,100,,,219,121281,3,1,0.69,0.0443,3.5,0,3,0.69,0.0443,3.5
257520,1,219,,,219,87863,4,1,2.71,0.1735,4,0,4,2.71,0.1735,4
257976,1,98,,,39,47842,2,0,4.54,0.1071,2.5,0,2,4.54,0.1071,2.5
257982,1,129,,,129,129372,3,1,2.56,0.2872,4,0,3,2.56,0.2872,4
258027,1,216,,,99,14938,3,0,6.1,0.2886,4,0,3,6.1,0.2886,4
258039,1,33,,,219,86912,3,1,1.79,0.0129,4.5,0,3,1.79,0.0129,4.5
258074,1,219,,,219,86217,3,1,2.64,0.2618,4.5,0,3,2.64,0.2618,4.5
258153,1,219,,,219,97522,3,1,1.1,0.1245,3,0,3,1.1,0.1245,3
258408,1,219,,,219,85562,4,1,0.69,0.125509244,4.5,0,4,0.69,0.125509244,4.5
259560,1,219,,,219,105642,3,1,3.61,0.054,4.5,0,3,3.61,0.054,4.5
259655,1,219,,,219,97557,4,1,0.69,0.0949,4,0,4,0.69,0.0949,4
259758,1,214,,,15,105318,5,1,4.65,0.04,4.5,0,5,4.65,0.04,4.5
259811,1,55,,,219,103235,2,1,,,,1,2,1.39,0.0027,3.5
259964,1,216,,,157,55738,4,1,3.64,0.2694,3.5,0,4,3.64,0.2694,3.5
260166,1,219,,,219,136402,3,1,3.61,0.1188,4.5,0,3,3.61,0.1188,4.5
260249,1,219,,,219,105704,2,0,1.1,0.0001,2,0,2,1.1,0.0001,2
260577,1,31,,,219,94261,3,1,2.89,0.0162,3.5,0,3,2.89,0.0162,3.5
260744,1,219,,,219,136159,3,0,1.95,0.0306,3.5,0,3,1.95,0.0306,3.5
260805,1,100,,,219,65372,4,1,3.09,0.0668,4.5,0,4,3.09,0.0668,4.5
260912,1,219,,,219,29097,2,1,1.1,0.0216,2.5,0,2,1.1,0.0216,2.5
261702,1,100,,,100,12507,4,0,4.84,0.0817,4.5,0,4,4.84,0.0817,4.5
262332,1,219,,,219,88164,4,1,2.08,0.125509244,4,0,4,2.08,0.125509244,4
262715,1,219,,,219,49554,3,1,3,0.0837,4,2,3,3,0.0837,4
262871,1,219,,,219,42746,2,1,2.08,0.078,3.5,0,2,2.08,0.078,3.5
263106,1,100,,,100,131917,4,1,4.3,0.1817,4,2,4,4.3,0.1817,4
263361,1,219,,,219,55865,3,1,2.89,0.0065,4.5,0,3,2.89,0.0065,4.5
263366,1,219,,,219,98616,4,1,2.2,0.125509244,4,0,4,2.2,0.125509244,4
264617,1,219,,,219,61851,2,1,2.2,0.1933,3.5,0,2,2.2,0.1933,3.5
264644,1,216,,,99,114661,3,1,1.39,0.157805263,4,0,3,1.39,0.157805263,4
264749,1,219,,,219,108094,3,1,2.94,0.125509244,4.5,0,3,2.94,0.125509244,4.5
265875,1,220,,,220,111177,4,0,0.69,0.210763158,4,0,4,0.69,0.210763158,4
266799,1,219,,,219,81102,2,0,2.83,0.1679,4,0,2,2.83,0.1679,4
266822,1,219,,,219,14209,,1,3.04,0.125509244,3.5,0,,3.04,0.125509244,3.5
266914,1,219,,,219,47614,2,1,3.18,0.0096,3,0,2,3.18,0.0096,3
266963,1,219,,,219,104379,2,1,2.3,0.125509244,3.5,0,2,2.3,0.125509244,3.5
267204,1,219,,,100,10494,3,1,2.4,0.0237,4.5,0,3,2.4,0.0237,4.5
267354,1,219,,,219,96553,3,1,2.77,0.0025,4,0,3,2.77,0.0025,4
267635,1,219,,,219,66338,3,1,2.4,0.3075,4.5,0,3,2.4,0.3075,4.5
267702,1,219,,,219,1211,2,1,3.4,0.0501,3,0,2,3.4,0.0501,3
268127,1,219,,,59,10583,3,1,2.2,0.6359,4,0,3,2.2,0.6359,4
268264,1,219,,,219,47627,4,0,2.08,0.0563,4.5,0,4,2.08,0.0563,4.5
268310,1,31,,,31,54562,3,0,3.56,0.1828,4.5,0,3,3.56,0.1828,4.5
269398,1,59,,,219,137498,4,1,4.19,0.157,4,0,4,4.19,0.157,4
269633,1,216,,,39,65855,4,0,4.43,0.1482,4,0,4,4.43,0.1482,4
270011,1,219,,,219,55076,2,1,0.69,0.125509244,4.5,0,2,0.69,0.125509244,4.5
270188,1,100,,,219,104415,3,1,3,0.0722,4.5,0,3,3,0.0722,4.5
270217,1,100,,,100,3376,4,1,2.4,0.0186,4.5,0,4,2.4,0.0186,4.5
270414,1,219,,,219,1958,4,0,4.41,0.3533,4,0,4,4.41,0.3533,4
270467,1,55,,,55,108470,3,0,0.69,0.065954167,4,0,3,0.69,0.065954167,4
270777,1,219,,,219,102884,4,1,0.69,0.0186,4.5,0,4,0.69,0.0186,4.5
271163,1,219,,,219,53168,2,1,2.08,0.1073,2.5,2,2,2.08,0.1073,2.5
271714,1,129,,,220,63365,4,0,4.49,0.0249,4,0,4,4.49,0.0249,4
271775,1,219,,,219,87653,2,1,2.4,0.1197,4,0,2,2.4,0.1197,4
271818,1,219,,,219,105615,3,1,1.39,0.0073,4.5,0,3,1.39,0.0073,4.5
272502,1,219,,,219,75125,3,0,3.14,0.0127,3.5,0,3,3.14,0.0127,3.5
272951,1,220,,,129,130642,3,1,4.64,0.2908,4,0,3,4.64,0.2908,4
273684,1,216,,,129,17579,5,1,4.83,0.6763,4.5,0,5,4.83,0.6763,4.5
274511,1,31,,,31,36440,3,0,2.3,0.18088,3.5,0,3,2.3,0.18088,3.5
275039,1,219,,,219,99752,3,1,0.69,0.021,4,0,3,0.69,0.021,4
275351,1,219,,,219,49708,2,1,2.77,0.1559,4.5,0,2,2.77,0.1559,4.5
276305,1,103,,,205,100401,5,0,4.47,0.23,5,0,5,4.47,0.23,5
276631,1,219,,,219,25168,3,1,4.49,0.0694,4,0,3,4.49,0.0694,4
276673,1,55,,,98,110954,3,0,2.2,0.0255,3.5,0,3,2.2,0.0255,3.5
277122,1,100,,,219,14480,3,0,5.18,0.87,4.5,0,3,5.18,0.87,4.5
278339,1,219,3.5,170.5,100,90015,4,1,3.58,0.0994,4,0,4,3.58,0.0994,4
278499,1,219,,,219,6623,3,1,4.36,0.0201,4.5,0,3,4.36,0.0201,4.5
278516,1,219,,,219,98138,2,0,2.77,0.2127,3,0,2,2.77,0.2127,3
279425,1,219,,,219,59638,2,1,3.14,0.1169,3,0,2,3.14,0.1169,3
279898,1,219,,,219,9206,3,1,2.56,0.0138,4.5,0,3,2.56,0.0138,4.5
279976,1,99,,,26,122746,5,0,1.1,0.0068,4.5,0,5,1.1,0.0068,4.5
280079,1,219,,,219,225,2,1,4.66,0.2149,3.5,0,2,4.66,0.2149,3.5
280451,1,15,,,219,83405,3,1,0,0.002,4.5,0,3,0,0.002,4.5
281611,1,100,,,100,99062,4,1,2.94,0.0107,4,0,4,2.94,0.0107,4
281821,1,219,,,219,100294,3,1,2.4,0.125509244,5,0,3,2.4,0.125509244,5
282023,1,100,,,31,22230,,0,6.41,0.0975,4,0,,6.41,0.0975,4
282411,1,205,,,39,119588,4,0,4.3,0.0636,4,0,4,4.3,0.0636,4
282814,1,100,,,100,138336,2,1,2.4,0.1004,3.5,0,2,2.4,0.1004,3.5
283531,1,219,,,219,127915,2,1,,,,1,2,1.39,0.2958,4
283542,1,100,,,100,124602,2,0,0,0.0017,2.5,0,2,0,0.0017,2.5
283734,1,219,,,219,84459,2,1,2.2,0.125509244,3,0,2,2.2,0.125509244,3
284493,1,158,,,158,52360,4,0,3.33,0.0952,4,0,4,3.33,0.0952,4
284581,1,219,,,219,10053,2,1,3.04,0.125509244,4.5,0,2,3.04,0.125509244,4.5
284615,1,59,,,59,120461,3,0,1.95,0.1488,4.5,0,3,1.95,0.1488,4.5
284685,1,219,,,219,94065,3,1,1.61,0.2005,3.5,0,3,1.61,0.2005,3.5
285013,1,219,,,219,23209,3,1,2.71,0.1,4.5,0,3,2.71,0.1,4.5
285082,1,219,,,138,15342,3,0,4.42,0.0396,3.5,0,3,4.42,0.0396,3.5
285313,1,219,,,219,137286,2,1,1.39,0.0035,3.5,0,2,1.39,0.0035,3.5
285440,1,219,,,219,98144,3,1,1.61,0.125509244,4,0,3,1.61,0.125509244,4
285878,1,219,,,219,87188,3,1,2.83,0.0067,4.5,0,3,2.83,0.0067,4.5
286009,1,100,,,219,89638,2,1,0.69,0.0006,3.5,0,2,0.69,0.0006,3.5
286437,1,26,,,212,67701,4,0,3.91,0.1951,4,0,4,3.91,0.1951,4
286439,1,219,,,219,26269,4,0,1.61,0.0056,4.5,0,4,1.61,0.0056,4.5
286608,1,219,,,219,44357,2,1,1.79,0.125509244,3,0,2,1.79,0.125509244,3
286649,1,216,,,219,81509,5,0,1.79,0.0009,5,0,5,1.79,0.0009,5
286826,1,31,3,191.52,31,89445,3,0,1.61,0.012,4.5,0,3,1.61,0.012,4.5
287276,1,81,,,81,9759,4,0,1.95,0.0144,,0,4,1.95,0.0144,
287543,1,219,,,219,137153,2,1,1.61,0.0008,3,0,2,1.61,0.0008,3
288044,1,219,,,219,91206,2,1,0,0.0061,3.5,0,2,0,0.0061,3.5
288640,1,90,,,129,12208,3,1,0.69,0.0617,4,0,3,0.69,0.0617,4
289013,1,219,2.5,96.57,219,65934,2,1,2.2,0.0621,2,0,2,2.2,0.0621,2
289532,1,219,,,219,68914,2,1,2.2,0.0206,3,0,2,2.2,0.0206,3
289750,1,219,,,80,134487,3,0,1.79,0.122,4.5,0,3,1.79,0.122,4.5
290275,1,55,,,55,121167,3,1,2.4,0.065954167,4,0,3,2.4,0.065954167,4
290342,1,220,,,220,123056,5,0,4.52,0.1409,4,0,5,4.52,0.1409,4
291254,1,219,,,219,41427,3,1,1.1,0.0963,4.5,0,3,1.1,0.0963,4.5
291424,1,219,,,219,140723,2,1,2.08,0.0068,3,0,2,2.08,0.0068,3
292378,1,219,,,219,88055,3,1,4.29,0.3341,4.5,0,3,4.29,0.3341,4.5
292390,1,158,,,219,44306,4,0,2.3,0.125509244,4,0,4,2.3,0.125509244,4
292453,1,31,,,145,61566,4,0,4.08,0.198,4,0,4,4.08,0.198,4
292955,1,212,,,212,137842,5,0,3.89,0.1998,4,0,5,3.89,0.1998,4
293438,1,219,,,219,11719,4,1,3.53,0.1108,4,0,4,3.53,0.1108,4
293549,1,55,,,32,111022,3,0,4.52,0.2872,4,0,3,4.52,0.2872,4
293681,1,219,,,219,86704,4,1,3.09,0.0569,4,0,4,3.09,0.0569,4
293746,1,181,,,219,61290,5,0,4.41,0.7168,4,0,5,4.41,0.7168,4
295208,1,219,,,219,58706,2,0,2.94,0.1193,3,0,2,2.94,0.1193,3
295270,1,219,,,219,62336,2,1,1.95,0.125509244,5,0,2,1.95,0.125509244,5
295383,1,55,,,55,133667,2,0,1.61,0.0107,4,0,2,1.61,0.0107,4
295740,1,216,4.17,146.33,14,86214,4,0,3.5,0.0495,5,0,4,3.5,0.0495,5
296069,1,216,,,219,44497,5,0,1.1,0.0075,5,0,5,1.1,0.0075,5
296196,1,220,,,98,20737,5,1,4.9,0.4238,4.5,0,5,4.9,0.4238,4.5
296324,1,219,,,219,5679,3,1,2.89,0.125509244,4.5,0,3,2.89,0.125509244,4.5
296355,1,219,2.75,166.97,219,13377,4,1,3.04,0.125509244,4.5,0,4,3.04,0.125509244,4.5
296665,1,219,,,219,49368,4,1,2.3,0.0196,4.5,0,4,2.3,0.0196,4.5
296698,1,219,,,219,125299,4,0,4.45,0.0369,4.5,0,4,4.45,0.0369,4.5
297211,1,219,,,219,21480,,1,1.61,0.125509244,2.5,0,,1.61,0.125509244,2.5
297316,1,219,,,35,121519,3,0,0,0.064866667,4,0,3,0,0.064866667,4
297512,1,219,,,219,43367,3,1,0.69,0.3531,4.5,0,3,0.69,0.3531,4.5
297646,1,219,,,219,117976,3,1,2.89,0.125509244,4.5,0,3,2.89,0.125509244,4.5
297825,1,219,,,219,108834,3,1,3.04,0.125509244,4,0,3,3.04,0.125509244,4
298521,1,219,,,219,54066,2,0,0,0.125509244,4,0,2,0,0.125509244,4
299209,1,219,,,219,122621,4,0,4.6,0.004,4,0,4,4.6,0.004,4
299227,1,229,,,215,15052,4,0,6.07,0.2365,4.5,0,4,6.07,0.2365,4.5
299693,1,219,,,219,39849,2,1,2.2,0.125509244,4.5,0,2,2.2,0.125509244,4.5
300223,1,219,,,212,78810,3,0,4.66,0.19745,2.5,0,3,4.66,0.19745,2.5
300236,1,219,,,219,69191,3,1,2.3,0.0483,4.5,0,3,2.3,0.0483,4.5
300526,1,219,,,219,101130,2,1,0.69,0.009,4.5,0,2,0.69,0.009,4.5
300683,1,219,,,219,133688,3,1,2.4,0.0036,4,0,3,2.4,0.0036,4
300731,1,55,,,219,138269,3,0,1.95,0.125509244,4,0,3,1.95,0.125509244,4
