,srch_id,date_time,site_id,visitor_location_country_id,visitor_hist_starrating,visitor_hist_adr_usd,prop_country_id,prop_id,prop_starrating,prop_review_score,prop_brand_bool,prop_location_score1,prop_location_score2,prop_log_historical_price,position,price_usd,promotion_flag,srch_destination_id,srch_length_of_stay,srch_booking_window,srch_adults_count,srch_children_count,srch_room_count,srch_saturday_night_bool,srch_query_affinity_score,orig_destination_distance,random_bool,comp1_rate,comp1_inv,comp1_rate_percent_diff,comp2_rate,comp2_inv,comp2_rate_percent_diff,comp3_rate,comp3_inv,comp3_rate_percent_diff,comp4_rate,comp4_inv,comp4_rate_percent_diff,comp5_rate,comp5_inv,comp5_rate_percent_diff,comp6_rate,comp6_inv,comp6_rate_percent_diff,comp7_rate,comp7_inv,comp7_rate_percent_diff,comp8_rate,comp8_inv,comp8_rate_percent_diff,click_bool,gross_bookings_usd,booking_bool
219,75140,2013-02-20 05:17:38,5,219,,,219,102885,3,4.5,1,2.56,0.0532,5.05,22,128.0,0,18495,4,80,2,0,1,1,,484.66,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
220,76122,2013-06-09 20:04:23,5,219,,,219,71097,3,4.5,1,0.0,0.0018,0.0,27,132.0,0,13539,2,34,2,0,1,1,,235.21,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
221,76372,2013-02-08 22:10:22,5,219,,,219,73032,2,3.5,1,0.69,0.0092,4.29,32,60.0,0,26392,1,42,2,2,1,1,,1868.6,0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0,,0
222,77328,2013-03-12 12:30:48,5,219,,,219,48764,2,3.5,1,2.48,0.1656,4.87,3,47.0,0,21167,1,10,2,0,1,1,,449.83,1,,,,0.0,0.0,,-1.0,0.0,6.0,,,,1.0,0.0,6.0,,,,,,,0.0,0.0,,0,,0
223,77373,2013-04-04 09:38:42,4,50,,,44,37085,4,4.5,0,2.64,0.2625,5.14,4,155.83,0,13865,6,4,1,0,1,0,,560.91,0,,,,,,,,,,,,,,1.0,,,,,,,,,,,0,,0
224,78221,2013-01-17 20:39:50,5,219,,,219,85908,4,4.5,1,2.08,0.0143,5.56,12,220.0,1,4335,1,9,2,1,1,1,,,0,,,,,1.0,,-1.0,0.0,7.0,,,,0.0,0.0,,,,,,,,-1.0,0.0,11.0,0,,0
225,78396,2013-06-20 06:50:36,5,214,,,129,63961,3,4.0,0,4.98,0.2712,0.0,15,269.0,0,20352,1,12,1,1,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
226,78784,2013-03-30 11:02:36,5,219,,,219,112871,2,4.5,0,4.28,0.0393,5.0,9,175.0,0,7714,1,0,2,0,1,1,,80.94,0,,,,,,,,,,,,,0.0,0.0,60.0,,,,,,,0.0,0.0,60.0,0,,0
227,78993,2013-02-06 16:07:01,5,219,,,219,73319,3,3.5,1,0.69,0.0112,5.45,16,149.0,0,23004,4,68,2,0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
228,79201,2013-03-26 10:47:03,5,16,,,91,17541,4,4.0,0,3.91,0.1376,4.72,14,65.0,1,9580,8,102,2,0,1,0,,,0,,,,,,,,,,,,,,,,0.0,0.0,,1.0,0.0,14.0,,,,0,,0
229,79721,2013-06-06 14:51:11,5,100,,,100,11284,5,5.0,0,4.51,0.431,0.0,20,285.0,1,12454,1,77,2,0,1,1,-12.3503,,0,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0
230,80442,2013-04-17 07:38:43,5,219,,,219,41488,3,4.0,1,2.89,0.0589,4.84,18,95.0,0,23246,1,44,2,0,1,1,,82.59,1,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
231,80873,2013-01-21 22:42:11,15,55,,,220,104355,4,5.0,0,3.33,,5.22,24,102.9,1,11556,4,30,2,0,1,0,,,1,,,,1.0,0.0,2.0,,,,0.0,0.0,,,,,,,,,,,,,,0,,0
232,80902,2012-12-11 23:37:29,24,216,,,215,23735,5,4.5,1,6.06,0.1614,5.57,12,167.91,0,9371,1,22,1,0,1,0,,,0,,,,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0,,0
233,81041,2013-03-23 23:51:20,5,219,,,219,40279,5,4.5,1,4.29,0.2385,5.96,8,182.0,0,8192,3,2,1,0,1,0,,231.78,0,,,,0.0,0.0,20.0,0.0,0.0,20.0,,,,0.0,0.0,20.0,,,,,,,0.0,0.0,20.0,0,,0
234,81296,2012-12-05 00:13:13,5,219,,,219,61529,4,4.5,1,5.7,0.5823,5.84,2,179.0,1,24700,2,57,1,0,1,1,,1007.1,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
235,81738,2013-01-25 14:33:15,5,219,,,219,134875,2,3.5,1,2.56,0.0535,5.14,20,129.0,0,10679,1,4,1,0,1,0,,711.69,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
236,81990,2013-05-14 23:50:39,5,219,,,219,50879,2,3.5,1,3.14,0.0022,4.78,35,70.0,0,9265,1,5,1,0,1,0,,71.41,1,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
237,82044,2013-05-19 16:32:15,5,219,,,219,98457,4,4.5,0,4.79,0.3832,5.62,2,271.0,1,26037,1,59,1,0,1,0,,249.83,1,,,,0.0,0.0,,1.0,0.0,23.0,,,,0.0,0.0,25.0,,,,,,,0.0,0.0,,0,,0
238,83092,2013-04-16 22:35:27,5,219,,,219,54834,2,2.0,1,2.48,0.0304,4.46,29,53.0,0,5837,3,1,2,0,1,0,,173.92,1,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0,,0
239,83323,2013-05-20 10:41:27,14,100,,,100,35308,4,4.5,1,3.74,0.3393,5.53,6,248.02,1,20216,2,31,2,0,1,1,,65.4,1,,,,0.0,0.0,7.0,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
240,83363,2013-01-11 07:26:25,5,219,,,219,55047,2,4.0,1,2.08,0.1036,4.81,3,190.0,0,8358,1,253,2,1,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
241,83420,2013-06-13 17:46:56,14,100,,,219,36651,3,3.0,1,2.08,0.002,0.0,7,119.11,1,4562,3,30,4,0,1,1,,472.01,0,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0
242,83544,2012-12-05 09:26:52,5,219,,,219,82860,3,4.0,1,1.61,0.0962,4.97,24,129.0,0,11022,1,14,2,0,1,0,,199.17,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
243,84230,2012-11-27 20:30:06,5,219,,,219,135591,3,3.5,0,1.39,0.0297,4.89,3,77.0,1,19901,2,37,2,0,1,1,,35.32,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
244,84245,2013-02-19 22:36:54,24,216,,,73,79896,4,3.5,1,3.99,0.0487,4.81,21,84.46,1,5193,1,16,2,0,1,1,-7.0914,,0,,,,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0,,0
245,84271,2013-02-08 14:26:11,5,219,,,219,89431,0,3.5,1,1.61,,4.38,35,86.0,0,5228,3,11,2,0,1,0,,278.08,0,,,,0.0,0.0,,0.0,1.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
246,84581,2013-03-30 12:31:50,5,219,,,80,127959,3,3.5,0,3.04,0.0618,5.49,10,175.0,0,6726,4,9,2,0,1,0,,1513.6,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
247,84983,2013-01-31 20:12:22,15,55,,,55,2563,4,3.5,0,5.5,0.1704,5.59,13,161.75,0,14177,1,23,2,0,1,1,,,0,,,,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0,,0
248,86059,2013-02-25 22:35:50,12,99,,,18,71335,4,3.5,0,2.56,0.0581,5.67,10,250.78,1,6695,8,3,2,2,1,0,,,1,,,,,,,,,,,,,,-1.0,,,,,,,,,,,0,,0
249,86269,2013-03-13 16:57:07,32,220,,,220,62199,5,4.5,0,3.0,0.0963,5.49,18,159.61,0,10061,1,4,2,0,1,0,,152.76,1,,,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,0,,0
250,86433,2013-02-13 17:09:31,14,100,,,100,51178,3,4.0,1,4.32,0.0551,5.2,35,133.76,0,6776,1,3,2,0,1,1,,55.23,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
251,87838,2013-02-25 18:36:22,15,55,,,221,95061,4,5.0,0,0.69,0.0045,5.25,13,109.19,1,10247,7,187,2,0,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
252,88265,2013-04-17 09:30:09,5,219,,,219,132918,2,3.0,0,1.1,0.0105,4.29,19,50.0,0,3806,1,16,2,0,1,1,,,0,,,,1.0,0.0,60.0,,,,,,,,,,,,,,,,1.0,0.0,20.0,0,,0
253,89340,2013-02-08 21:08:10,14,100,,,100,132244,0,4.0,1,1.79,,4.91,20,129.74,0,19078,1,8,2,2,1,1,,174.27,0,,,,,,,,,,,,,,,,,,,,,,,1.0,,0,,0
254,89342,2013-04-29 19:36:48,34,205,4.91,620.34,205,115234,5,4.5,1,3.89,0.0245,6.21,12,412.31,1,28317,6,97,2,0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
255,89661,2013-05-30 23:52:00,24,216,,,55,77568,3,3.0,0,0.69,,4.6,22,107.63,0,134,1,82,2,1,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
256,89758,2012-11-26 15:44:56,5,219,,,219,3084,4,4.0,1,5.72,0.0781,5.83,19,405.0,0,4562,2,1,2,0,1,0,,2452.35,0,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
257,89839,2013-01-03 07:26:56,14,100,,,100,55712,0,4.0,0,1.95,0.0509,4.88,15,150.84,0,14711,1,0,2,0,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
258,89894,2013-05-12 21:54:51,18,129,,,219,25662,3,4.5,0,0.0,0.0336,5.61,1,172.77,1,18310,1,38,2,1,1,0,,4789.92,0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0,,0
259,90181,2012-11-13 14:20:12,14,100,,,219,3855,2,3.5,0,1.39,0.0447,4.67,12,84.82,0,25567,1,38,2,0,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
260,90402,2013-05-10 09:40:34,5,219,,,100,18566,3,4.5,0,3.83,0.1167,5.28,8,144.0,0,15438,2,6,2,0,1,1,,250.7,0,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
261,90520,2013-06-02 14:59:37,5,219,,,219,97113,0,4.0,1,1.61,0.0266,4.96,30,166.0,0,3715,1,13,2,0,1,1,,107.17,0,,,,,,,,,,,,,,,,,,,,,,,1.0,,0,,0
262,90624,2012-11-28 21:51:01,10,4,,,4,70441,4,5.0,0,3.87,0.289,4.75,22,72.54,0,24904,1,9,2,0,1,1,,,1,,,,,,,,,,,,,1.0,0.0,45.0,,,,1.0,0.0,29.0,,,,1,79.24,1
263,90934,2013-03-01 14:32:58,23,181,,,215,110290,2,1.0,0,6.27,0.2114,4.78,15,76.91,0,12432,5,30,2,0,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
264,91050,2013-02-11 18:24:55,14,100,,,219,124519,3,4.0,0,1.1,,4.87,7,64.69,0,18905,3,15,2,0,1,0,,543.11,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
265,91637,2013-03-22 13:21:43,5,219,,,219,19785,4,4.5,1,2.64,,5.22,20,139.0,0,3886,1,1,2,0,1,1,,13.9,1,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
266,91727,2013-05-21 09:40:03,24,216,2.8,32.98,98,25579,3,4.0,0,3.0,0.3602,3.75,8,33.93,0,13085,14,55,1,1,1,0,,,1,,,,,,,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,0,,0
267,91879,2012-12-06 16:24:52,5,219,,,219,100190,3,4.5,1,1.61,,5.35,32,120.0,0,28244,1,20,2,1,1,0,,98.05,0,,,,1.0,0.0,8.0,,,,,,,,,,,,,,,,0.0,0.0,,0,,0
268,92008,2013-06-24 15:11:29,5,219,,,219,133151,2,3.5,0,2.3,0.0163,0.0,32,187.0,0,3069,2,18,2,2,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
269,92201,2013-05-19 08:01:39,14,100,4.0,1091.34,219,52921,3,4.0,1,2.89,0.0355,5.47,14,174.11,1,15752,6,48,2,0,1,0,,3228.72,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1521.51,1
270,92470,2013-03-08 19:05:12,5,219,,,219,130173,3,4.0,1,1.1,0.0004,4.96,2,139.0,0,15066,1,14,2,0,1,1,,96.28,1,,,,,,,,1.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
271,93203,2013-05-30 20:05:13,5,219,,,219,39760,3,4.0,0,1.1,0.0123,5.09,21,96.0,0,9908,1,9,2,0,1,1,,259.32,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
272,93491,2013-06-27 22:52:51,5,219,,,219,135372,2,4.0,1,1.61,0.0849,0.0,16,90.0,0,22307,1,1,2,0,1,1,,336.82,0,,,,-1.0,0.0,11.0,-1.0,0.0,11.0,,,,0.0,0.0,,,,,,,,-1.0,0.0,11.0,0,,0
273,93838,2013-02-15 06:55:34,14,100,,,100,92440,4,3.5,0,2.89,,5.1,32,129.17,0,18060,3,34,2,0,1,1,,268.3,0,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0
274,94314,2013-01-25 06:16:48,5,219,,,219,87140,4,5.0,1,0.69,0.002,5.32,26,129.0,0,2496,2,14,1,1,1,1,,71.35,0,,,,,,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
275,94567,2013-02-05 15:38:15,5,219,,,219,43823,2,3.0,1,2.48,0.0989,4.16,22,56.0,0,15571,1,1,2,0,1,0,,677.32,0,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0,,0
276,95144,2013-04-22 11:47:32,5,219,,,219,113133,2,4.5,1,1.61,,4.38,7,84.0,0,22178,2,18,2,0,1,1,,100.05,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
277,95352,2013-03-13 11:37:31,24,117,,,202,95038,4,4.0,0,1.79,0.0175,4.97,16,98.95,0,18822,2,4,1,0,1,0,,,0,,,,1.0,0.0,3.0,,,,,,,,,,,,,,,,,,,0,,0
278,95417,2013-02-19 10:03:38,5,219,,,219,59618,4,3.5,0,4.99,0.4468,5.57,26,259.0,1,25426,1,34,2,0,1,0,,1093.42,0,,,,0.0,0.0,,,,,,,,1.0,0.0,7.0,,,,,,,0.0,0.0,,0,,0
279,95864,2013-06-09 07:05:30,29,132,,,219,34169,2,2.5,1,4.08,0.0502,0.0,21,144.07,0,7714,8,57,1,0,1,0,,,0,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
280,97213,2012-11-23 15:32:22,5,219,,,219,77411,1,3.0,0,3.43,0.1993,4.78,30,72.0,0,26067,2,7,2,0,1,1,,128.88,0,,,,,1.0,,-1.0,0.0,7.0,,,,-1.0,0.0,10.0,,,,,,,-1.0,0.0,10.0,0,,0
281,97731,2013-04-14 12:39:14,14,100,,,219,54969,3,4.5,1,2.56,0.1971,4.84,13,149.96,0,17909,2,96,2,0,1,1,,108.78,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
282,97732,2013-01-25 13:34:39,5,219,,,80,135274,4,4.5,1,3.58,0.1024,5.47,5,159.0,0,2173,2,42,2,0,1,1,,1242.21,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
283,98122,2013-04-17 15:56:35,5,219,,,219,93397,3,4.5,1,1.61,0.0651,4.95,27,124.0,0,19274,1,0,1,0,1,0,,1607.17,0,,,,-1.0,0.0,6.0,,,,,,,0.0,0.0,,,,,,,,-1.0,0.0,6.0,0,,0
284,98125,2013-04-11 16:09:56,5,219,,,219,92345,4,5.0,1,0.0,,5.05,37,168.0,0,4572,7,183,2,0,1,0,,1738.82,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
285,98185,2013-02-11 17:41:36,15,55,,,129,121608,5,4.5,1,3.69,0.1335,4.98,13,133.1,1,12494,2,213,2,0,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,268.63,1
286,98567,2013-02-21 16:57:24,14,100,3.0,148.26,59,85503,3,4.5,0,3.43,0.0377,4.55,20,36.33,1,15632,7,160,2,0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
287,98748,2013-01-08 18:33:58,14,100,,,100,38398,3,2.5,0,3.47,0.0316,4.79,27,89.19,0,20438,1,11,3,1,1,1,,481.34,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
288,98949,2013-04-16 14:04:06,10,4,,,109,13310,2,0.0,0,1.39,,0.0,21,90.92,0,2597,1,46,2,1,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
289,98967,2013-05-31 19:42:17,5,219,,,219,52558,3,4.0,1,1.61,0.0154,4.99,1,125.0,0,24131,1,1,1,1,2,1,,262.01,0,,,,0.0,0.0,,0.0,0.0,11.0,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
290,99469,2013-02-01 17:04:01,32,220,,,220,4948,4,4.5,1,1.61,,4.89,10,124.88,0,25303,6,9,1,0,1,0,,,0,,,,,,,,,,-1.0,0.0,4.0,-1.0,0.0,4.0,,,,,,,,,,0,,0
291,99870,2013-06-22 03:34:47,5,117,,,216,61505,4,4.0,0,1.79,0.0663,0.0,6,144.0,0,7543,2,102,2,0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
292,99960,2013-02-11 20:35:09,19,158,,,158,103793,4,4.0,0,4.03,,4.76,10,222.82,0,13974,1,1,1,0,1,0,,,0,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,0,,0
293,101527,2013-01-01 18:03:47,5,219,,,219,14142,2,3.5,1,2.71,0.0248,4.17,17,49.0,0,10559,1,8,1,0,1,0,,2306.53,0,,,,0.0,0.0,,0.0,0.0,,,,,1.0,0.0,10.0,,,,,,,0.0,0.0,,0,,0
294,102376,2013-05-18 18:52:03,5,219,,,219,14041,4,4.5,1,0.0,0.0025,5.49,13,219.0,0,12452,2,27,4,0,1,1,,,1,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
295,102483,2012-11-19 15:27:49,32,220,,,129,133716,5,4.5,1,4.92,0.3792,5.39,7,178.05,0,2012,2,105,3,0,3,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1289.84,1
296,103065,2013-02-27 10:25:49,24,216,,,157,9677,4,4.0,0,3.61,0.1438,5.12,9,86.06,1,4510,1,15,2,0,1,1,,,0,,,,1.0,0.0,18.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,0,,0
297,103304,2013-03-14 15:10:38,14,100,,,100,92778,2,4.0,1,1.79,0.165,4.87,6,96.85,0,18567,1,1,2,2,1,1,,78.43,0,,,,,,,,,,,,,1.0,0.0,10.0,,,,,,,0.0,0.0,,0,,0
298,103433,2013-02-20 20:51:49,32,220,,,220,42190,5,4.0,1,3.56,,5.78,16,557.95,0,14633,4,23,2,0,1,1,,919.74,0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,0,,0
299,104115,2013-06-25 18:34:26,5,219,,,219,103909,3,4.5,1,3.33,0.2681,0.0,31,131.0,0,17038,3,8,2,0,1,0,,3.3,1,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
300,104201,2013-05-05 11:44:24,5,219,,,219,38010,3,4.5,1,0.69,,4.85,15,109.0,0,7411,2,4,2,0,1,1,,499.91,0,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
301,104416,2013-02-02 22:02:57,5,219,,,219,34263,3,4.5,1,3.09,0.13,4.63,12,94.0,0,19222,1,5,2,2,1,1,,105.57,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
302,104764,2013-05-22 08:54:19,5,219,,,219,24685,5,4.5,1,5.77,0.1163,6.01,22,271.0,0,4562,6,36,2,1,1,0,,1512.6,0,1.0,0.0,15.0,0.0,0.0,,-1.0,0.0,15.0,,,,0.0,0.0,15.0,,,,,,,,,,0,,0
303,104782,2012-11-01 06:23:07,5,219,,,219,55073,5,4.5,0,4.7,0.5509,5.78,32,199.0,0,26037,2,29,2,0,1,1,,155.84,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
304,105320,2013-01-13 14:47:59,15,55,,,31,3400,0,0.0,0,6.88,,5.42,10,119.39,0,15733,7,149,2,0,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
305,105557,2013-05-06 18:36:26,14,100,,,100,23256,2,3.0,1,0.0,0.0007,4.65,30,81.45,0,6948,1,11,4,3,2,1,,236.64,0,,,,,1.0,,,,,,,,-1.0,0.0,5.0,,,,,,,-1.0,0.0,5.0,0,,0
306,105755,2013-05-29 13:06:50,5,31,,,31,108411,3,3.5,1,3.95,0.4185,4.63,33,91.0,0,8520,1,1,1,0,1,1,,0.31,0,,,,,,,,,,,,,,-1.0,,,-1.0,,,-1.0,,,,,0,,0
307,105781,2013-05-23 10:23:32,5,219,3.34,237.98,92,20114,4,4.0,0,2.4,0.0075,5.34,8,146.0,1,3402,1,9,7,1,7,1,,5621.62,0,,,,,,,1.0,0.0,29.0,1.0,0.0,2.0,1.0,0.0,2.0,,,,,,,,,,0,,0
308,105811,2013-02-14 08:59:44,5,219,,,219,6595,3,4.5,1,2.56,0.1429,4.72,7,119.0,0,16765,1,0,2,0,1,1,,203.19,0,,,,,,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
309,106214,2013-02-13 11:07:16,5,55,,,219,22039,4,3.5,1,2.48,0.0161,4.8,27,219.0,0,26571,1,3,2,0,1,1,,,0,,,,0.0,0.0,,,1.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
310,107121,2013-04-25 07:25:59,26,39,,,219,7541,2,2.0,0,5.12,0.064,4.81,24,75.89,1,9402,2,4,1,0,1,0,,,0,,,,,,,1.0,0.0,427.0,,,,-1.0,0.0,22.0,,,,,,,-1.0,0.0,22.0,0,,0
311,107575,2013-05-30 09:10:01,14,100,,,100,109607,2,1.0,0,1.79,,4.61,3,144.7,0,13270,1,8,2,2,1,1,,58.55,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
312,108035,2013-02-19 10:44:40,14,100,,,100,49916,2,3.5,1,1.79,0.003,4.68,28,98.89,0,17513,2,22,2,2,1,0,,40.98,0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0
313,108423,2013-04-21 13:56:10,14,100,,,219,131503,3,4.0,0,1.1,0.075,5.63,19,265.93,0,2475,5,97,2,1,1,0,,173.55,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,0
314,109366,2013-06-27 14:08:09,32,220,3.13,160.05,55,132196,3,4.0,1,2.64,0.0845,0.0,30,109.45,0,10010,2,101,2,0,1,0,,9791.6,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
315,109916,2013-04-24 10:54:01,5,219,,,219,86989,4,4.0,1,2.4,0.0103,5.08,24,129.0,0,13870,2,2,3,2,2,1,,233.43,0,,,,0.0,0.0,,0.0,0.0,,,,,-1.0,0.0,7.0,,,,,,,0.0,0.0,,0,,0
316,110519,2013-05-08 14:15:42,14,100,,,100,70676,3,4.0,1,3.56,0.2774,5.12,8,118.68,0,18948,1,1,2,0,1,1,,271.87,0,,,,,,,,,,,,,-1.0,0.0,10.0,,,,,,,,,,0,,0
317,111111,2013-06-17 00:30:39,24,216,,,200,123569,4,4.5,0,4.44,0.746,0.0,3,103.51,0,18972,2,27,1,0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
318,112063,2013-06-03 15:23:23,32,220,,,99,39431,3,3.0,0,5.53,0.6865,0.0,19,166.1,0,24390,2,4,2,0,1,1,,10551.65,0,1.0,0.0,5.0,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0,,0
319,112381,2012-12-16 05:30:57,5,219,,,219,56370,2,3.5,1,1.39,0.0034,4.32,21,52.0,0,3735,10,6,3,2,2,0,,187.2,0,,,,1.0,1.0,7.0,1.0,0.0,7.0,,,,,,,,,,,,,1.0,0.0,7.0,0,,0
320,112881,2012-12-10 12:45:24,5,219,,,219,33782,2,4.5,1,1.61,0.0087,4.39,30,85.0,0,4828,1,74,2,0,1,1,,188.24,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
321,113103,2013-03-26 14:09:23,5,219,,,219,58735,2,2.5,1,3.74,0.2148,4.15,38,89.0,0,8081,4,280,1,0,1,0,,775.57,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
322,113237,2013-01-20 00:41:46,24,216,,,92,137992,4,4.5,1,1.95,0.0039,5.51,21,165.74,0,6991,1,103,1,1,1,1,,,1,,,,0.0,0.0,,0.0,0.0,,,1.0,,1.0,0.0,37.0,,,,,,,,,,0,,0
323,113396,2013-02-22 12:23:50,5,219,,,219,70999,4,4.0,1,4.91,0.3796,5.61,13,188.0,0,23090,3,39,1,1,2,0,,1898.62,1,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
324,113396,2013-02-22 12:23:50,5,219,,,219,93461,5,4.5,1,4.87,0.2573,5.97,2,220.0,0,23090,3,39,1,1,2,0,,1898.47,1,,,,0.0,0.0,,0.0,0.0,,,,,0.0,1.0,,,,,,,,0.0,0.0,,0,,0
325,113769,2012-11-14 09:54:11,9,59,,,219,131901,4,4.0,1,4.58,0.1515,5.77,28,171.57,1,26037,3,23,3,0,1,1,-9.1962,1732.24,0,,,,0.0,0.0,5.0,-1.0,0.0,10.0,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
326,113873,2012-12-17 08:18:41,5,137,,,219,38497,3,4.0,1,1.95,0.0004,5.27,30,111.0,0,23695,1,45,1,0,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
327,114128,2013-02-22 13:41:41,5,219,,,219,113804,3,4.5,1,2.4,0.068,4.79,3,90.0,1,963,1,0,2,0,1,1,-24.2593,,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
328,114677,2013-04-26 07:08:11,14,100,,,127,32758,5,4.5,1,2.77,0.1721,6.21,12,575.39,0,19884,10,292,2,2,1,0,,1556.41,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
329,114896,2012-11-20 19:19:30,5,219,,,219,132562,4,4.0,1,3.14,0.0421,6.01,34,304.0,0,1986,4,1,2,0,1,0,,185.99,0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0,,0
330,115603,2013-05-23 18:43:51,5,219,,,219,111211,2,4.5,1,3.43,0.0598,4.86,20,82.0,0,27739,2,15,2,0,1,1,-11.22,353.98,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
